artist_name,track_name
manfred mann's earth band,california
robin trower,birthday boy
ted nugent,tight spots
foghat,easy money
the dells,all your goodies are gone
roy buchanan,down by the river
johnny thunders,one track mind
etta james,only women bleed
joe cocker,fun time
ry cooder,davenport blues
ry cooder,nobody
small faces,stand by me (stand by you)
nina simone,forget
rick derringer,"lawyers, guns and money"
whitesnake,don't mess with me
professor longhair,mess around
al green,king of all
whitesnake,the time is right for love
jethro tull,sweet dream
small faces,thinkin' about love
manfred mann's earth band,chicago institute
uriah heep,come back to me
levon helm,ain't no way to forget you
levon helm,play something sweet
rory gallagher,cruise on out
muddy waters,lonely man blues
b.b. king,i just can't leave your love alone
dr. feelgood,milk and alcohol
santana,stormy
nina simone,everything must change
robin trower,i'm out to get you
ted nugent,great white buffalo
son seals,funky bitch
the blues brothers,opening: i can't turn you loose
gary moore,parisienne walkways
the blues brothers,shot gun blues
jethro tull,heavy horses
the blues brothers,"""b"" movie box car blues"
the blues brothers,hey bartender
koko taylor,i'm a woman
thin lizzy,are you ready
nina simone,music for lovers
thin lizzy,warrior
johnny thunders,ask me no questions
albert collins,too tired
santana,move on
alice cooper,nurse rozetta
jethro tull,and the mouse police never sleeps
ufo,you don't fool me
nina simone,that's all i want from you
nina simone,balm in gilead
eric clapton,tell me that you love me
albert collins,when the welfare turns its back on you
nina simone,rich girl
robin trower,it's for you
ted nugent,venom soup
robin trower,fool
link wray,rawhide
j.b. lenoir,feelin' good
badfinger,the dreamer
bonnie raitt,you're gonna get what's coming
the fall,flat of angles
ted nugent,take it or leave it
manfred mann's earth band,hollywood town
the birthday party,waving my arms
foghat,somebody's been sleepin' in my bed
bonnie raitt,your good thing (is about to end)
the birthday party,a catholic skin
the birthday party,death by drowning
ted nugent,it don't matter
manfred mann's earth band,"""belle"" of the earth"
the birthday party,faint heart
the birthday party,the hair shirt
the birthday party,catman
bonnie raitt,bye bye baby
mick taylor,alabama
wipers,does it hurt
whitesnake,we wish you well
link wray,good good lovin'
the fall,bingo-master's break-out!
wire,indirect enquiries
jethro tull,old ghosts
wipers,better off dead
ted nugent,alone
the fall,dice man
the fall,a figure walks
atlanta rhythm section,i hate the blues / let's go get stoned
the fall,psycho mafia
badfinger,lost inside your love
wire,40 versions
the fall,various times
chuck berry,california
robben ford,there's no one else
robben ford,the inside story
link wray,the sky is falling
badfinger,sail away
peter frampton,we've just begun
lou rawls,you're my blessing
the fall,underground medecin
b.b. king,the beginning of the end
the fall,rowche rumble
swell maps,gunboats
the fall,music scene
mick taylor,broken hands
kevin coyne,i really love you
wire,our swimmer
the birthday party,mr clarinet
j.b. lenoir,i feel so good
thin lizzy,with love
zz top,dust my broom
blue öyster cult,lonely teardrops
blue öyster cult,the great sun jester
whitesnake,walking in the shadow of the blues
link wray,switchblade
peter frampton,i can't stand it no more
thin lizzy,get out of here
peter green,just for you
zz top,manic mechanic
blue öyster cult,in thee
thin lizzy,waiting for an alibi
j.j. cale,thirteen days
j.j. cale,boilin' pot
jethro tull,dark ages
swell maps,midget submarine
the fall,muzorewi's daughter
santana,stand up
whitesnake,medicine man
jethro tull,north sea oil
swell maps,h.s. art
santana,hard times
link wray,fever
bonnie raitt,i thank you
little feat,wake up dreaming
jethro tull,something's on the move
j.b. lenoir,down in mississippi
ann peebles,the handwriting is on the wall
blue öyster cult,you're not the one (i was looking for)
pat travers,go all night
bad company,lonely for your love
blue öyster cult,i am the storm
santana,stay (beside me)
santana,you know that i love you
swell maps,new york
nazareth,dressed to kill
the doobie brothers,no stoppin' us now
jethro tull,crossfire
climax blues band,so good after midnight
the soft boys,the rat's prayer
whitesnake,sweet talker
levon helm,dance me down easy
ted nugent,violent love
peter green,cryin' won't bring you back
robin trower,ready for the taking
the j. geils band,desire (please don't turn away)
manfred mann's earth band,lies (through the 80s)
the doobie brothers,dedicate this heart
molly hatchet,poison pen
the soft boys,over you
alice cooper,model citizen
whitesnake,ain't gonna cry no more
nazareth,fallen angel
pat travers,matrial eyes
robin trower,into the flame
ry cooder,the way we make a broken heart
nazareth,talkin' to one of the boys
nazareth,talkin' 'bout love
whitesnake,fool for your loving
"blood, sweat & tears",agitato
the soft boys,black snake diamond rock
jethro tull,protect and survive
alex chilton,like flies on sherbert
the allman brothers band,famous last words
georgie fame,sunny
aretha franklin,whatever it is
billie holiday,i'm gonna lock my heart (and throw away the key)
ella fitzgerald,all my life
climax blues band,money talkin'
jethro tull,and further on
krokus,no way
the soft boys,sandra's having her brain out
george thorogood,goodbye baby
nazareth,turning a new leaf
aretha franklin,united together
the marshall tucker band,jimi
manfred mann's earth band,adolescent dream
the marshall tucker band,without you
the soft boys,dreams
manfred mann's earth band,hello| i am your heart
ufo,gone in the night
ufo,money money
nazareth,showdown at the border
whitesnake,she's a woman
the soft boys,wey wey hep uh hole
krokus,bedside radio
robin trower,victims of the fury
blue öyster cult,monsters
ted nugent,flesh & blood
blue öyster cult,lips in the hills
blue öyster cult,divine wind
the cramps,tear it up
thin lizzy,chinatown
the blues brothers,gimme some lovin'
the outlaws,(ghost) riders in the sky
george thorogood,night time
the blues brothers,going back to miami
blue öyster cult,black blade
alice cooper,pain
ted nugent,hard as nails
the soft boys,tonight
swell maps,cake shop girl
peter green,one woman love
alice cooper,aspirin damage
deep purple,when a blind man cries
robin trower,only time
professor longhair,bald head
blue öyster cult,unknown tongue
the fabulous thunderbirds,the crawl
scientists,last night
krokus,heatstrokes
wipers,don't know what i am
"blood, sweat & tears",nuclear blues
pat travers,your love can't be right
thin lizzy,sugar blues
deep purple,black night
thin lizzy,having a good time
krokus,winning man
krokus,smelly nelly
slade,lock up your daughters
robin trower,end game
the allman brothers band,maybe we can go back to yesterday
the birthday party,kathy's kisses
scientists,girl
ufo,it's killing me
whitesnake,"lonely days, lonely nights"
the allman brothers band,two rights
the allman brothers band,the judgment
alice cooper,vicious rumours
the fall,"slags, slates etc."
krokus,burning bones
sonic youth,the burning spear (live)
the fall,an older lover etc.
alice cooper,prettiest cop on the block
the birthday party,blundertown
dave davies,reveal yourself
ufo,"the wild, the willing and the innocent"
the birthday party,figure of fun
dave edmunds,the race is on
the fall,middle mass
b.b. king,born again human
the allman brothers band,straight from the heart
the fabulous thunderbirds,one's too many
little feat,over the edge
ufo,couldn't get it right
robin trower,it's too late
the allman brothers band,leavin'
the birthday party,yard
the birthday party,just you and me
peter frampton,friday on my mind
peter frampton,wasting the night away
peter frampton,rise up
ufo,lonely heart
peter green,whatcha gonna do?
peter frampton,going to l.a.
"clarence ""gatemouth"" brown",dollar got the blues
joe cocker,sweet little woman
the marshall tucker band,love some
mick fleetwood,not fade away
dave davies,eastern eyes
rabbit muse,rabbit stomp
whitesnake,till the day i die
the allman brothers band,i beg of you
spirit,we've got a lot to learn
peter frampton,you kill me
grand funk railroad,good times
the action,in my lonely room
alice cooper,skeletons in the closet
robin trower,into money
the gun club,ghost on the highway
z.z. hill,bump and grind
peter green,gotta see her tonight
thin lizzy,angel of death
whitesnake,don't break my heart again
thin lizzy,the pressure will blow
aretha franklin,love all the hurt away
the cramps,voodoo idol
the cramps,the crusher
santana,changes
zz top,pearl necklace
blue öyster cult,vengeance
blue öyster cult,joan crawford
the cramps,primitive
blue öyster cult,sole survivor
blue öyster cult,fire of unknown origin
z.z. hill,down home blues
thin lizzy,renegade
the gun club,preaching the blues
wipers,taking too long
the cramps,rockin' bones
the gun club,for the love of ivy
eric clapton,i can't stand it
j.j. cale,carry on
j.j. cale,love has been gone
thin lizzy,fats
x,back 2 the base
eric clapton,another ticket
eric clapton,blow wind blow
thin lizzy,mexican blood
the flesh eaters,see you in the boneyard
z.z. hill,when can we do this again
santana,primera invasion
eric clapton,hold me lord
the birthday party,ho ho
peter green,bullet in the sky
eric clapton,rita mae
the birthday party,capers
x,year 1
j.j. cale,deep dark dungeon
z.z. hill,love me
the gun club,black train
wipers,can this be
zz top,leila
the cramps,under the wires
thin lizzy,leave this town
the birthday party,cry
alice cooper,zorro's ascent
gary moore,gonna break my heart again
bonnie raitt,i can't help myself
gary moore,i can't wait until tomorrow
bad company,nuthin' on the tv
buddy guy,dedication to the late t-bone walker
jerry garcia,knockin' on heaven's door
jethro tull,overhang
wipers,voices in the rain
the j. geils band,i'm falling
joe cocker,"so good, so right"
jethro tull,too many too
the saints,follow the leader
the fall,and this day
alice cooper,i'm alive (that was the day my dead pet returned to save my life)
alice cooper,"tag, you're it"
alice cooper,no baloney homosapiens
alice cooper,adaptable (anything for you)
bonnie raitt,river of tears
alice cooper,i am the future
peter green,time for me to go
the birthday party,"6"" gold blade"
steve miller band,while i'm waiting
the fall,who makes the nazis?
the fall,mere pseud mag. ed.
gary moore,falling in love with you
the birthday party,kiss me black
ted nugent,can't stop me now
ufo,heel of a stranger
peter green,big boy now
b.b. king,love me tender
rory gallagher,the devil made me do it
uriah heep,prisoner
rory gallagher,loose talk
the saints,casablanca
the flesh eaters,secret life
uriah heep,think it over
aretha franklin,love me right
the flesh eaters,the wedding dice
the flesh eaters,my life to live
alice cooper,i better be good
bad company,ballad of the band
rory gallagher,big guns
johnny thunders,in cold blood
foghat,"slipped, tripped, fell in love"
foghat,i'll be standing by
bad company,racetrack
ted nugent,don't push me
the fall,joker hysterical face
the fall,marquis cha cha
ted nugent,fightin' words
the fall,the classical
steely dan,here at the western world
whitesnake,victim of love
george thorogood & the destroyers,as the years go passing by
whitesnake,young blood
the paul butterfield blues band,one night stand
george thorogood & the destroyers,bad to the bone
robert plant,burning down one side
ted hawkins,who got my natural comb?
j.j. cale,don't wait
krokus,long stick goes boom
al green,precious lord
steve miller band,give it up
peter green,the clown
steve miller band,cool magic
jethro tull,beastie
al green,in the garden
gary moore,end of the world
the birthday party,blast off
the birthday party,junkyard
jethro tull,fallen on hard times
krokus,playin' the outlaw
jethro tull,jack-a-lynn
jethro tull,slow marching band
alice cooper,make that money (scrooge's song)
hound dog taylor,crossroads
hound dog taylor,gonna send you back to georgia
the birthday party,dead joe
peter green,white sky (love that evil woman)
"crosby, stills & nash",into the darkness (45 version)
pat travers,i la la la love you
steve miller band,keeps me wondering why
x,how i (learned my lesson)
b.b. king,inflation blues
alice cooper,no man's land
scientists,set it on fire
slade,keep your hands off my power supply
thin lizzy,sun goes down
robin trower,river
ufo,a fool for love
slade,high and dry
al green,straighten out your life
robert cray,porch light
thin lizzy,holy war
alice cooper,scarlet and sheba
al green,jesus is coming back (back again)
gary moore,hiroshima
alice cooper,fresh blood
alice cooper,former lee warmer
sonic youth,early american
paul rodgers,live in peace
thin lizzy,cold sweat
gary moore,nuclear attack
grand funk railroad,still waitin'
grand funk railroad,nowhere to run
gary moore,the law of the jungle
gary moore,rest in peace
blackfoot,run for cover
latimore,take me down
ella fitzgerald,why don't you do right?
the fall,the man whose head expanded
scientists,when fate deals its mortal blow
nazareth,backroom boys
nazareth,all nite radio
nazareth,whippin' boy
the fleshtones,want!
albert collins,get to gettin'
blackfoot,we're goin' down
jimmy johnson,cold cold feeling
paul rodgers,fragile
nazareth,rags to riches
slade,"two track stereo, one track mind"
ufo,diesel in the dust
slade,don't tame a hurricane
albert collins,broke
ufo,blinded by a lie
stevie ray vaughan,superstition
the animals,the night
the animals,love is for all time
z.z. hill,please don't let our good thing end
stevie ray vaughan,ain't gone 'n' give up on love
the animals,loose change
carlos santana,who do you love
krokus,russian winter
x,true love
z.z. hill,i'm a blues man
stevie ray vaughan,wall of denial
krokus,ready to burn
stevie ray vaughan,dirty pool
krokus,screaming in the night
santana,hold on
zz top,gimme all your lovin'
zz top,sharp dressed man
krokus,headhunter
denise lasalle,down home blues (xrated)
the animals,prisoner of the light
the cramps,you got good taste
krokus,eat the rich
carlos santana,one with you
blue öyster cult,take me away
the cramps,surfin' dead
santana,night hunting time
gary moore,empty rooms
gary moore,victims of the future
wipers,what is
nazareth,local still
dave edmunds,high school nights
sonic youth,confusion is next
eric clapton,everybody oughta make a change
gary moore,murder in the skies
robert cray,the last time (i get burned like this)
robert cray,got to make a comeback
robert cray,where do i go from here
phish,minkin
santana,oxun (oshun)
b.b. king,make love to me
wipers,now is the time
phish,fuck your face
eric clapton,man overboard
santana,nowhere to run
thin lizzy,this is the one
x,make the music go bang
phish,ac/dc bag
thin lizzy,someday she is going to hit back
eric clapton,man in love
wipers,no one wants an alien
wipers,the lonely one
blue öyster cult,veins
sonic youth,the world looks red
krokus,stand and be counted
gary moore,shapes of things to come
mike bloomfield,texas
albert king,truck load of lovin'
albert collins,tired man
the mad lads,let me repair your heart
stephen stills,i can't let go
the gun club,moonlight motel
jethro tull,heat
lyres,the way i feel about you
james cotton,diggin' my potatoes
the mad lads,cry baby
ray charles,little hotel room
lyres,i confess
the fall,copped it
the fall,slang king
vanilla fudge,don't stop now
jethro tull,under wraps #2
blackfoot,a legend never dies
sonic youth,brave men run (in my family)
the gun club,the stranger in our town
stephen stills,no hiding place
sonny terry,"ya, ya"
stephen stills,flaming heart
the gun club,louie louie
jimmy page,thumping beat
vanilla fudge,walk on by
the mad lads,love is here today and gone tomorrow
chris rea,bombollini
chris rea,ace of hearts
chris rea,reasons
nazareth,burning down
nazareth,you had it comin'
joe cocker,hold on (i feel our love is changing)
stevie ray vaughan,give me back my wig
whitesnake,standing in the shadow
whitesnake,all or nothing
whitesnake,guilty of love
stevie ray vaughan,couldn't stand the weather
whitesnake,gambler
j.j. cale,money talks
krokus,rock the nation
the gun club,my dreams
whitesnake,love ain't no stranger
krokus,midnite maniac
nappy brown,don't be angry
deep purple,knocking at your back door
the gun club,mother of earth
stevie ray vaughan,the sky is crying
deep purple,perfect strangers
stevie ray vaughan,cold shot
johnny winter,"it's my life, baby"
krokus,our love
stevie ray vaughan,life without you
deep purple,a gypsy's kiss
the gun club,watermelon man
aretha franklin,just right tonight
the gun club,my man's gone now
the mad lads,by the time i get to phoenix
gary moore,shapes of things
steve miller band,who do you love?
ray charles,this old heart (is gonna rise again)
james cotton,ain't doing too bad
krokus,ready to rock
krokus,out of control
krokus,boys nite out
the mad lads,gone! the promises of yesterday
the gun club,give up the sun
denise lasalle,"right place, right time"
nappy brown,little by little
x,around my heart
x,i'll stand up for you
slade,all join hands
b.b. king,my guitar sings the blues
the fall,gut of the quantifier
billie holiday,"lover man (oh, where can you be?)"
chick webb,stompin' at the savoy
x,my soul cries your name
the fall,cruiser's creek
ufo,this time
gary moore,listen to your heartbeat
slade,harmony
chris rea,love turns to lies
chris rea,stainsby girls
jimmy johnson,chicken heads
the fall,to nk roachment: yarbles
the fall,bombast
the delmonas,"hello, i love you"
chris rea,all summer long
gary moore,run for cover
santana,spirit
santana,brotherhood
johnny thunders,too much too soon
jeff beck,ecstasy
santana,how long
x,love shack
molly hatchet,straight shooter
gary moore,out of my system
the fall,i am damo suzuki
santana,who loves you
the delmonas,he tells me he loves me
the fall,vixen
john hiatt,the usual
jimmy johnson,heap see
scientists,hell beach
the delmonas,lies
chick webb,rhythm and romance
chick webb,things are looking up
slade,time to rock
ufo,one heart
slade,do you believe in miracles
chick webb,don't be that way
johnnie taylor,there's nothing i wouldn't do
eric clapton,tangled in love
robert plant,little by little
eric clapton,same old blues
al green,going away
george thorogood & the destroyers,willie and the hand jive
sonic youth,halloween
"bobby ""blue"" bland",members only
zz top,rough boy
molly hatchet,song for the children
eric clapton,she's waiting
lonnie mack,oreo cookie blues
johnny thunders,you can't put your arms around a memory
stevie ray vaughan,lookin' out the window
molly hatchet,freebird
al green,you brought the sunshine
the delmonas,comin' home baby
santana,breaking out
al green,i feel like going on
koko taylor,evil
robert plant,too loud
robert plant,hip to hoo
johnny thunders,joey joey
al green,nearer my god to thee
blue öyster cult,spy in the house of the night
eric clapton,never make you cry
sonic youth,i love her all the time
eric clapton,behind the sun
johnny thunders,eve of destruction
al green,true love
sonic youth,i'm insane
johnny thunders,hurt me
george thorogood & the destroyers,crawling king snake
the blues band,let the four winds blow
the fall,dktr. faustus
bad company,when we made love
chris rea,giverny
joe cocker,living without your love
bonnie raitt,true love is hard to find
bad company,burning up
the fall,gross chapel
scientists,demolition derby
nazareth,one from the heart
nathan abshire,games people play
the marcels,crazy bells
johnny winter,i'm good
johnny winter,broke and lonely
steve miller band,i wanna be loved (but by only you)
jethro tull,life is a long song
the skyliners,warm
john fogerty,violence is golden
albert king,hound dog
joe cocker,love is on a fade
bonnie raitt,excited
taj mahal,paradise
bad company,hold on my heart
bad company,if i'm sleeping
ella fitzgerald,i want a little girl
the outlaws,whatcha don't do
the outlaws,the night cries
etta james,"lover man (oh, where can you be)"
scientists,nitro
george thorogood & the destroyers,you're gonna miss me
john scofield,still warm
blackfoot,steady rockin'
bad company,long walk
chris rea,just passing through
the fall,shoulder pads 2#
"clarence ""gatemouth"" brown",ain't nobody here but us chickens
john fogerty,eye of the zombie
eric clapton,holy mother
robert cray,new blood
the marcels,over the rainbow
sonic youth,in the kingdom #19
albert collins,bending like a willow tree
eric johnson,emerald eyes
sonic youth,bubblegum
eric clapton,hold on
sonic youth,secret girl
john fogerty,headlines
the cramps,aloha from hell
the cramps,the hot pearl snatch
robert cray,nothin' but a woman
johnny winter,third degree
albert collins,i ain't drunk
joe cocker,don't you love me anymore
the fall,mr pharmacist
steve miller band,i want to make the world turn around
robert cray,foul play
alice cooper,teenage frankenstein
the cramps,people ain't no good
alice cooper,the great american success story
george thorogood & the destroyers,the sky is crying
the marcels,one last kiss
bad company,fame and fortune
b.b. king,standing on the edge of love
buddy guy,watch yourself
the marcels,goodbye to love
the skyliners,lonely way
alice cooper,thrill my gorilla
eric johnson,off my mind
the fall,r.o.d.
ted hawkins,the constitution
the cramps,it's just that song
joe walsh,memory lane
santana,praise
joe walsh,half of our time
dinah washington,since i fell for you
dinah washington,soft winds
santana,songs of freedom
the cramps,lonesome town
ann peebles,walk away
joe cocker,i stand in wonder
deep purple,black & white
koko taylor,wang dang doodle
wire,ambitious
ry cooder,let's have a ball
deep purple,dead or alive
nina simone,if you pray right (heaven belongs to you)
santana,once it's gotcha
etta james,"baby, baby, everynight"
joe cocker,isolation
chris rea,loving you again
dinah washington,i'll never be free
dinah washington,journey's end
"bobby ""blue"" bland",st. james infirmary
alice cooper,prince of darkness
wire,feed me
snooky pryor,that's the way to do it
x,highway 61 revisited
x,holiday story
dinah washington,a bad case of the blues
chuck berry,i'm through with love
helen humes,if i could be with you one hour tonight
santana,"deeper, dig deeper"
robin trower,secret doors
etta james,tears of joy
johnnie taylor,lately
rory gallagher,continental op
jane's addiction,my time
sonic youth,pipeline/kill time
jane's addiction,pigs in zen
chris rea,let's dance
gary moore,friday on my mind
carlos santana,now that you know
sonic youth,tuff gnarl
whitesnake,you're gonna break my heart again
wire,madman's honey
whitesnake,don't turn away
whitesnake,children of the night
whitesnake,crying in the rain 87
whitesnake,give me all your love
joe cocker,unchain my heart
whitesnake,is this love
"bobby ""blue"" bland",get your money where you spend your time
etta james,w.o.m.a.n.
jane's addiction,sympathy
jane's addiction,trip away
aretha franklin,oh happy day
johnnie taylor,don't make me late
whitesnake,looking for love
joe cocker,trust in me
rory gallagher,i ain't no saint
b.b. king,joe cool
santana,veracruz
alice cooper,time to kill
alice cooper,give the radio back
koko taylor,"whatever i am, you made me"
alice cooper,gail
aretha franklin,ave maria
dinah washington,baby did you hear
santana,before we go
deep purple,hard lovin' woman
slade,still the same
dinah washington,cold cold heart
joe walsh,the radio song
koko taylor,i don't care who knows
dinah washington,teach me tonight
joe cocker,a woman loves a man
gary moore,crying in the shadows
alice cooper,lock me up
jethro tull,jump start
nina simone,fodder on my wings
phish,wilson
phish,weekapaug groove
colin james,chicks 'n cars (and the third world war)
wire,eardrum buzz
johnny thunders,love is strange
the fall,"overture from 'i am curious, orange'"
colin james,why'd you lie?
mose allison,i love the life i live
blue öyster cult,del rio's song
"crosby, stills, nash & young",night song
keith richards,time is on my side
phish,colonel forbin's ascent
keith richards,big enough
jimmy page,blues anthem
keith richards,locked away
lavern baker,preaching the blues
the georgia satellites,hand to mouth
the fall,carry bag man
keith richards,rockawhile
jerry garcia,i second that emotion
wire,silk skin paws
phish,no dogs allowed
chris rea,i can hear your heartbeat
lavern baker,money blues
jerry garcia,how sweet it is
mose allison,just like livin'
chris rea,driving home for christmas
colin james,five long years
keith richards,wicked as it seems
the fall,new big prinz
jane's addiction,thank you boys
dead moon,out on a wire
dead moon,can't help falling in love
jimmy page,wasting my time
the jeff healey band,river of no return
traveling wilburys,congratulations
traveling wilburys,dirty world
traveling wilburys,not alone any more
jane's addiction,mountain song
keith richards,hate it when you leave
"crosby, stills, nash & young",clear blue skies
jane's addiction,idiots rule
"crosby, stills, nash & young",don't say goodbye
adam gussow,freedom for my people
dead moon,dead in the saddle
the jeff healey band,blue jean blues
jane's addiction,standing in the shower...thinking
"crosby, stills, nash & young",got it made
"crosby, stills, nash & young",this old house
robben ford,i got over it
phish,timber
blue öyster cult,in the presence of another world
the marvelettes,danger heartbreak dead ahead
phish,sneaking sally thru the alley
phish,the sloth
mose allison,your molecular structure
"crosby, stills, nash & young",soldiers of peace
blue öyster cult,i am the one you warned me of
irma thomas,don't mess with my man
cab calloway,wake up and live
alice cooper,hey stoopid
dead moon,i tried
chris rea,your warm and tender love
dave van ronk,long john
dr. john,candy
dead moon,time has come today
ella fitzgerald,my reverie
dave van ronk,samson and delilah
the five keys,close your eyes
the five keys,"out of sight, out of mind"
big mama thornton,school boy
eddie boyd,third degree
the cramps,everything goes
brook benton,endlessly
etta james,damn your eyes
gary moore,after the war
big mama thornton,life goes on
willie dixon,this pain in my heart
the doobie brothers,take me to the highway
dead moon,on my own
joe liggins,the honeydripper
joe cocker,fever
the five keys,she's the most
phish,harry hood
taj mahal,wild ox moan
"bobby ""blue"" bland",you've got to hurt before you heal
the cramps,fever
the five keys,ling ting tong
whitesnake,slip of the tongue
"bobby ""blue"" bland",take off your shoes
alice cooper,this maniac's in love with you
the cramps,surfin' bird
the cramps,the creature from the black leather lagoon
eric clapton,bad love
stevie ray vaughan,tightrope
dave van ronk,"hang me, oh hang me"
the cramps,i can't hardly stand it
the cramps,human fly
the cramps,new kind of kick
whitesnake,now you're gone
alice cooper,only my heart talkin'
stevie ray vaughan,scratch-n-sniff
the subdudes,big chief
the outlaws,green grass and high tides
dead moon,my escape
john mayall & the bluesbreakers,they call it stormy monday
the cramps,god damn rock 'n' roll
lou rawls,at last
dinah washington,when i fall in love
the subdudes,one time
nazareth,piece of my heart
brook benton,it's just a matter of time
bonnie raitt,i ain't gonna let you break my heart again
little milton,i can't quit you baby
eric clapton,hard times
marvin sease,motel lover
david peaston,can i?
bonnie raitt,cry on my shoulder
the cramps,save it
the cramps,journey to the center of a girl
big mama thornton,swing it on home
the subdudes,any cure
eric clapton,run so far
robert johnson,stop breakin' down blues
robert johnson,traveling riverside blues
robert johnson,dead shrimp blues
the cleftones,for sentimental reasons
bad company,never too late
robert johnson,little queen of spades
robert johnson,phonograph blues
the neville brothers,steer me right
robert johnson,come on in my kitchen
zz top,2000 blues
elmore james,person to person
robert johnson,when you got a good friend
the neville brothers,fearless
robert plant,liars dance
"crosby, stills & nash",if anybody had a heart
the fall,telephone thing
dead moon,revenge
badfinger,give it up
albert king,everyday i have the blues
john hiatt,stolen moments
alan lomax,black woman
the jeff healey band,something to hold on to
the allman brothers band,it ain't over yet
the jeff healey band,let it all go
santana,gypsy woman
the allman brothers band,true gravity
traveling wilburys,you took my breath away
traveling wilburys,where were you last night?
dinah washington,so in love
traveling wilburys,new blue moon
traveling wilburys,if you belonged to me
william clarke,lonesome bedroom blues
the vaughan brothers,long way from home
traveling wilburys,the devil's been busy
jane's addiction,then she did
james cotton,down home blues
gary moore,as the years go passing by
earl hooker,wah wah blues
traveling wilburys,inside out
the fall,bill is dead
deep purple,love conquers all
dead moon,johnny's got a gun
alan lomax,rosie
gary moore,texas strut
willie dixon,sittin' and cryin' the blues
charley patton,shake it and break it (but don't let it fall mama)
robert plant,i cried
gary moore,too tired
the jive five,what time is it
phish,split open and melt
bo diddley,pills
phish,my sweet one
the jeff healey band,hell to pay
etta james,stop the wedding
the subdudes,push and shove
dead moon,clouds of dawn
the mad lads,i don't want to lose your love
the mad lads,patch my heart
albert collins,"mr collins, mr collins"
chris rea,winter song
dinah washington,i'll close my eyes
louis prima,i've got you under my skin
t-bone walker,you don't love me
joe walsh,alphabetical order
dave van ronk,"leave her johnny, leave her"
carla thomas,i've got no time to lose
the gories,let your daddy ride
the cramps,blow up your mind
carla thomas,a woman's love
dead moon,get on board
joe walsh,i'm actin' different
carla thomas,pick up the pieces
louis prima,st. louis blues
louis prima,twist all night
b.b. king,back in l.a.
the subdudes,straight shot
the clovers,your cash ain't nothin' but trash
t-bone walker,blues is a woman
screamin' jay hawkins,you ain't foolin' me
the cramps,two headed sex change
john lee hooker,black snake
steve miller band,seasons
albert collins,put the shoe on the other foot
t-bone walker,through with women
the allman brothers band,get on with your life
mississippi john hurt,first shot missed him
lynyrd skynyrd,pure and simple
alice cooper,snakebite
dinah washington,after you've gone
howlin' wolf,commit a crime
the gories,nitroglycerine
buddy guy,where is the next one coming from
louis prima,whistle stop
johnny winter,life is hard
louis prima,"five months, two weeks, two days"
alice cooper,die for you
jerry garcia,friend of the devil
jerry garcia,the thrill is gone
albert collins,iceman
the gories,"hey, hey we're the gories"
clyde mcphatter,just to hold my hand
johnny winter,illustrated man
bessie smith,haunted house blues
widespread panic,rock
alice cooper,wind-up toy
marvin sease,it's too late
buddy guy,early in the morning
eric clapton,watch yourself
widespread panic,the last straw
alice cooper,little by little
marvin sease,show me what you got
kenny neal,blues stew
billie holiday,prelude to a kiss
dinah washington,you're a sweetheart
eric clapton,sunshine of your love
widespread panic,mercy
blues traveler,optimistic thought
widespread panic,makes sense to me
widespread panic,weight of the world
the black crowes,no speak no slave
chris rea,god's great banana skin
big mama thornton,my man called me
sonic youth,nic fit
phish,sanity
otis redding,she's all right
robben ford & the blue line,my love will never die
billie holiday,a fine romance
television,beauty trip
louis jordan & his tympany five,"jack, you're dead!"
ella fitzgerald,sing me a swing song (and let me dance)
blue öyster cult,the horseman arrive
delbert mcclinton,miss you fever
larry davis,penitentiary blues
eric clapton,loving your lovin'
blind boy fuller,i crave my pig meat
arc angels,carry me on
ella fitzgerald,i want to be happy
louis jordan & his tympany five,g.i. jive
louis jordan & his tympany five,boogie woogie blue plate
the black crowes,hotel illness
television,in world
dr. john,"i'll be glad when you're dead, you rascal"
billie holiday,i get a kick out of you
big bub,24/7 (good lovin')
the allman brothers band,midnight blues
buddy knox,i think i'm gonna kill myself
otis redding,don't be afraid of love
roy buchanan,the story of isaac
steppenwolf,chicken wolf
dead moon,play with fire
billie holiday,always
the allman brothers band,nobody knows
jerry butler,moody woman
dr. john,milneburg joys
dead moon,fire in the western world
dr. john,since i fell for you
santana,milagro
robben ford & the blue line,prison of love
louis jordan,ain't nobody here but us chickens
chris rea,nothing to fear
keith richards,999
eric clapton,my father's eyes
eric clapton,rollin' & tumblin'
steppenwolf,it's never too late
phish,the mango song
eric clapton,lonely stranger
ella mae morse,pig foot pete
arc angels,living in a dream
bad company,this could be the one
"arthur ""big boy"" crudup",i'm gonna dig myself a hole
santana,make somebody happy
junior wells,i wish i knew what i know now
arc angels,paradise cafe
blue öyster cult,demon's kiss
ella mae morse,the blacksmith blues
robben ford & the blue line,start it up
lester davenport,slow down baby
phish,poor heart
arc angels,too many ways to fall
santana,somewhere in heaven
phish,foam
elmore james,mean and evil
"arthur ""big boy"" crudup",that's all right
ella mae morse,cow cow boogie
the moonglows,ten commandments of love
blind willie johnson,i know his blood can make me whole
blind willie johnson,it's nobody's fault but mine
the jon spencer blues explosion,afro
robert plant,the greatest gift
buddy guy,change in the weather
bessie smith,blue spirit blues
sweet,the lies in your eyes
the fleetwoods,ten times blue
ella fitzgerald,pick yourself up
the fleetwoods,little miss sad one
